cohort,set,gene,measured,clean_member,exclusion_set
TCGA-COADREAD,ferroptosis,LINC-ROR,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00239,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00336,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00460,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00472,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00578,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00616,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00618,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00641,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00941,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00942,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC00976,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC01133,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC01134,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC01232,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC01564,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC01606,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC01833,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC02086,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC02587,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC02936,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LINC03047,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LIP,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LMTK2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LOC284561,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LOC390705,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LONP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LOX,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LOXL3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LPCAT1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LPCAT3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LPIN1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LRP1B,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LRP8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LRRC45,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LRRFIP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LRRK2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LTBP2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LTF,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,LUCAT1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LURAP1L,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LYRM1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,Lcn2-204,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,LncRNA-HMG,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,Lnc_011797,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MACC1-AS1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MAFF,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAFG,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MALAT1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MALT1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAP1LC3A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAP3K11,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAP3K14,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAP3K5,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAP3K7,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAPK1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAPK14,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAPK3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAPK8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAPK9,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAPKAP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MARCH3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MARCHF5,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MARCHF6,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MARVELD3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAT1A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAT2A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MAZ,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MBOAT1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MBOAT2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MBOAT7,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MCF2L,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MCM4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MCOLN1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MCU,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MDH2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MDM2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MDM4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,ME1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MED1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MEF2C,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MEF2D,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MEG3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MEG8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MELK,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MEN1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METRNL,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL14,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL16,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL17,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL5,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,METTL9,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MEX3A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MFGE8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MFN1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MFN2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MGST1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MIB1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MIB2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MICU1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIOX,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR1-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR1-2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR122,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR12294,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR124-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR124-2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR124-3,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR125B1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR125B2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR127,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR129-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR129-2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR130B,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR134,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR135B,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR137,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR138-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR138-2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR140,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR141,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR142,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR144,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR147A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR148A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR149,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR155,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR15A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR16-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR16-2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR17,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR17HG,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR181B1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR181B2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR182,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR18A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR1909,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR190A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR193A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR19A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR205,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR208A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR20A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR21,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR210,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR210HG,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR2115,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR212,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR214,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR217,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR219A1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR219A2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR219B,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR221,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR222,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR223,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR224,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR22HG,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR23A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR26A1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR26A2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR27A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR29A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR302A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR30A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR30B,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR30E,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR31,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR324,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR330,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR335,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR338,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR339,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR342,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR34C,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR375,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR378A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR424,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR429,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR432,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR4443,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR450B,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR451A,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR454,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR4715,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR4735,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR485,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR491,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR494,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR509-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR5096,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR522,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR539,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR545,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR552,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR605,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR6077,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR612,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR670,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR6852,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR744,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR761,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR770,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR9-1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR9-2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR9-3,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR9-3HG,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR93,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR936,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIR96,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MIRN672,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MITD1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MITF,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MLLT1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MLST8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MMD,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MMP13,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MMP9,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MNT,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MPC1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MPO,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MPV17,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MRTFA,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MS4A15,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT-RNR1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1B,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1DP,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1E,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1F,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1G,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1H,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1L,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1M,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT1X,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MT3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MTCH1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MTDH,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MTF1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MTHFR,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MTOR,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MTTP,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MUC1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MVP,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MXRA8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MYB,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MYC,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MYCN,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MYEOV,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MYLK3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MYSM1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MZF1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,MiR-19b-3p,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,MiR-706,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,NAA10,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NADK,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NAMPT,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NAT10,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NCF2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NCOA3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NCOA4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NDFIP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NDRG1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NDRG2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NDUFA4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NDUFS3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NDUFS4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NEAT1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NEAT1_1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,NEDD4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NEDD4L,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NEK2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NEUROD1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NF2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NFE2L1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NFE2L2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NFKB2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NFS1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NFYA,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NGB,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NHLRC1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NINJ1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NKAP,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NLRP3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NLRP6,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NMDAR,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,NNMT,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NOD1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NODAL,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NORAD,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,NOS2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NOTCH3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NOX1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NOX3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NOX4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NOX5,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NPC1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NPM1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NPR1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NQO1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR0B1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR1D1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR1D2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR1H4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR2F2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR4A1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NR5A2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NRAS,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NSUN2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NSUN5,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NT5DC2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NTN1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NTRK2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NUAK2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NUDT16L1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NUP62,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,NUPR1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,Novel-3,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,OGFRP1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,OGT,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OIP5-AS1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,OMA1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OPA1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OPRM1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,ORC1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,ORMDL3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OSBPL9,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OSGIN1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OTUB1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OTUD3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OTUD4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OTUD5,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OTUD6B-AS1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,OXSR1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,OsFER2,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,P2RX7,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,P4HA1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,P4HB,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,P66Shc,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,PADI4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PAFAH2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PAN2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PANX1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PANX2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PAQR3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARK7,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARL,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP10,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP11,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP12,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP14,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP15,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP16,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP6,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PARP9,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PART1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PAWR,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PAX8,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCAT1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,PCBP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCBP2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCDH7,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCDHB14,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCK2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCSK9,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PCYT1A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDCD4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDE4A,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDE4B,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDE4C,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDE4D,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDGFRA,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDGFRB,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDIA2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDIA4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDK4,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDLIM3,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDP2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PDSS2,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PEBP1,True,True,OX6_fixed
TCGA-COADREAD,ferroptosis,PEDS1,False,False,OX6_fixed
TCGA-COADREAD,ferroptosis,PELATON,False,False,OX6_fixed
